s_no,artist,title,art_movement,museum_venue,country_of_origin,has_text,primary_medium,medium,work_size,date,representation,representation_semi,kinetic,map,map2,spatial_dimension,spatial_dimension2,pl,si,va,te,co,or,sh,reflection,po,li,ar,notes
242,Gloria Petyarre,Bush Medicine Leaves,,japingkaaboriginalart.com,Australia,FALSE,3,"painting, acrylic on linen",5400,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,3,0,1,4,0,FALSE,0,5,0,curved parallel thick short lines creating surface movement
243,Samantha Hobson,Wave Burst,,japingkaaboriginalart.com,Australia,FALSE,3,"painting, acrylic on linen",7956,2005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,3,2,2,4,FALSE,0,5,0,"acrylic, parallel thin lines as if viscous surface, particular curves of lines, changing color & sense of horizontal & vertical, moves eye around"
244,Sonya Kelliher-Combs,drawing title unknown,,sonyakellihercombs.com/,America,FALSE,1,"drawing,",0,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,4,3,0,0,0,FALSE,0,5,3,may be not uncertainty but interesting coverage of part of image w/ semi-transparent paper (or drawing on back of paper) to suggest larger area
245,Julie Mehretu,"Epigraph, Damascus",,MoMA,America,FALSE,5,"print, photogravure & aquatint on six panels (twelve sheets)",18879,2016,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,2,0,1,4,FALSE,0,5,3,"one of the series; thicker marks overlaid on sharp, precise architectural lines, indeterminate, hard to tell what this is & what the space is"
246,Christiane Baumgartner,Strand from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,Germany,FALSE,5,"print, woodcut",1911,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,1,0,1,3,FALSE,0,5,0,"parallel lines, sense of receeding tracks going into space, textural, optical"
247,Mark Bradford,Disappear Like a Dope Fiend,,New Yorker also MoMA,America,FALSE,3,"painting, mixed media, collage on canvas",18445,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,1,1,2,1,FALSE,0,5,5,"collage, overlayering, scraping, overlapping, repetitive, snippets of information, layered but showing some of layers below"
248,JosÃ© Luis GuerÃ_n,The Academy of Muses,,MoMA,Spain,FALSE,4,"photo, digital cinema, still",0,2015,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,1,2,0,1,4,TRUE,0,3,5,"film still, distortion of image, maybe combination of 2 images, sense of underwater, layering / reflection of distorted images"
249,Wade Guyton,Untitled,,MoMA,America,FALSE,3,"painting, inkjet on canvas",37975,2006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,2,3,0,0,1,FALSE,0,5,0,"folded canvas run through printer more than once so smudging on one side, overlayering, alignment off, left is blurred & Xs not solid & overlaid, drips, whereas right is sharp; uncertain space"
250,Ian McKeever,Eagduru from Alan Cristea Gallery Twentieth Anniversary Portfolio,,MoMA,UK,FALSE,5,"print, polymer gravure ",864,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,2,3,0,0,4,FALSE,0,3,5,"2 sides, one on right is hard to comprehend, blurry; on left behind a window pane / shadow; how are the 2 sides related"
251,Moris (Israel Meza Moreno),Hermoso paisaje 3,,I-20 Gallery also MoMA,Mexico,FALSE,6,"sculpture, mixed media",130000,2007,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,1,0,1,0,3,FALSE,0,3,5,"objects in transparent bag, suspended against wall/ floor, uneasy sense to this work, is this someone's belongings / stolen / policy station / dead, what is the story here"
252,Richard Aldrich,Flying UFO Flying,,"Bortolami Gallery, also MoMA",America,FALSE,3,"painting, oil & wax on linen",31311,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,2,2,0,0,4,FALSE,5,5,5,"small & large together, part /  quarter of large shape cut off, different sizes, empty space, different transparencies, splatters, textures"
253,Jasper Johns,Alphabets,,MoMA,America,TRUE,5,"print, lithograph",7875,1962,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,0,1,3,FALSE,0,5,0,"a-z w/ some letters left out (empty spaces), partially scribbled erasures, overlaying, orientation of marks; each line starts w/ next letter in alphabet but do the combinations of letters / erasures mean?"
254,Sam Lewitt,Fluid Employment,conceptual,Miguel Abreu and Whitney Biennial 2012 and MoMA,America,FALSE,2,"installation, ferromagnetic liquid poured bi-weekly over plastic sheets & magnetic elements, fans",14884,2012,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,5,0,1,4,FALSE,0,0,5,"fluid wobbling materials, moved by fan, floor installation using ferromagnetic liquid & fans: like a series of tidepools w/ wobbling shapes"
255,Ken Okiishi,gesture/data,conceptual,MoMA,America,FALSE,6,"sculpture, oil & Chroma Key Video, paint on flat-screen televisions, VHS & HD video transferred to .mp4 (color, sound)",0,2014,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,0,1,2,1,0,3,FALSE,0,5,5,"gestural paint thick line marks on top of moving, flickering TV images below, 2 screens, can't fully see through to dvd below but lines don't cover the whole of the screen"
256,Rosemarie Trockel,Untitled,conceptual,MoMA,Germany,FALSE,3,"painting, acrylic emulsion paint on paper",323,1984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,3,1,0,4,FALSE,0,3,5,"volumetric object in relation to figure, hard to understand, are feet on the ground / jumping / off ladder - paint handling adds to the effect too"
257,GÃ_nther Uecker,Sturz,ZERO,Axel Vervoordt Gallery also MoMA,Germany,FALSE,3,"painting, nails & acrylic paint on canvas over a wooden panel",31000,1987,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,2,4,0,1,3,FALSE,3,5,5,"nails in wood, acrylic paint smears, handling of dark paint, handmarks & use of nails in swirling pattern, panel appears to be in 2 halves"
258,Jack Whitten,Liquid Space I,,MoMA,America,FALSE,3,"painting, acrylic slip on paper",2704,1976,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,1,2,FALSE,3,5,5,"smeared paint on paper, acrylic on paper slipping across surface, indeterminate space, parallel dragged lines w/ small cracked white lines across, as well as darker & lighter areas which follow curves give illusion of cloth, textural"
259,Lucas Blalock,The Covered Piano,,Ramen Crucible gallery and MoMA,America,FALSE,4,"photo, archival inkjet print",34780,2015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,0,1,4,FALSE,0,3,5,"deliberately awkwardly photoshopped 'still life' photo, creates strange mashup images w/ parts that are hard to comprehend but are repeated elements from a different photo, combines patterns & objects"
260,Jeff Elrod,Green Echo,,MoMA,America,FALSE,4,"photo, digital print",3990,2013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,2,5,0,1,4,FALSE,0,3,5,"out of focus, digital print, blurring, pixelating. The pixellated texture creates an uncertainty of depth & space & of what the shapes are"
261,Eileen Quinlan,Makers,,eileenquinlan.com  and MoMA,America,FALSE,4,"photo, gelatin silver print",8262,2013,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,2,0,4,4,FALSE,5,5,3,"curved repeating lines, abrasion on photograph, constructed photo, what is this about, how are the curved darker lines on top related to the wool pattern"
262,Gedi Sibony,If,,Greene Naftali Gallery and MoMA,America,FALSE,2,"installation, plastic & tape",57232,2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,3,0,0,1,FALSE,0,3,5,"transparent plastic on wall, empty, translucent ground, tape lines, see straight through plastic to wall. Usually used to cover not as thing in itself and not as thing in itself flat & taped to a wall"
263,Sarah Sze,Untitled,,Tanya Bonakdar Gallery and MoMA,America,FALSE,2,"installation, mixed media",0,1998,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,0,0,0,2,1,FALSE,5,5,3,"objects on a ceiling, sense of suspension, how are objects staying on ceiling, objects small & carefully aligned to make patterns, pathways, architecture, describe parts of larger scenes; overall delicate, dispersed"
264,Michael Williams,DAD,,Gladstone Gallery also MoMA,America,TRUE,3,"painting, inkjet on canvas",51876,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,2,1,0,3,FALSE,0,3,5,"uses digital printouts, often w/ paint, realistic-seeming photoshop popup with choice of save/don't save, shows uncertainty through 3 text options - this, that or that"
265,Michele Abeles,B&W #06,conceptual,47 Canal also MoMA,America,FALSE,4,"photo, digital C Print, UV solvent print",14552,2014,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,4,0,0,3,FALSE,0,0,5,"overlayering of in focus, textural film on out of focus geometric ground, 2 layers of space, are colored semi-transparent sheets real or photographed, use of background out of focus"
266,Sung Hwan Kim,Washing Brain and Corn,,Tate also MoMA,South Korea,FALSE,4,"photo, video still ",0,2010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0,2,3,0,0,4,FALSE,0,3,5,"video still, figure in front of image, alteration of face, use of wings, strangeness "
267,Lisa Oppenheim,"Man holding large camera photographing a cataclysmic event, possibly a volcano erupting.",conceptual,Tanya Bonakdar Gallery and MoMA,America,FALSE,4,"photo, b & w silver gelatin photograph, exposed & solarized by firelight",8484,2012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,5,2,0,2,3,FALSE,0,3,5,"repetition, exposed historical film, use of multiple, explores image source & context, title of piece suggests this is from historical film exposed to a volcano"
268,Luther Price,Number 9,conceptual,Callicoon Arts also MoMA,America,FALSE,2,"installation, handmade slide, projected in pairs",10,2012,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,2,4,3,0,2,4,FALSE,0,5,5,"handmade slide, scrapped and recolored with inks & pens, image one of 80 projected slides, displayed in brief pairs on 2 projectors"
269,Lieko Shiga,Raisen Kaigan 36,,MoMA,Japan,FALSE,4,"photo, chromogenic color print",5460,2010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,5,0,0,0,3,FALSE,0,0,5,"darkness semi-obscuring parts especially head, shadows, evokes the surreality of dreams"
270,Pat Steir ,Opacity Velocity,abstraction,Cheim & Read also MoMA,America,FALSE,3,"painting, oil on canvas",45369,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,4,4,1,0,2,FALSE,0,5,5,"division into 2 parts, poured paint, thinness of paint"
271,Wolfgang Tillmans,"still life, Calle Real II",conceptual,David Zwirner Gallery also MoMA,Germany,TRUE,4,"photo, inkjet print",5494,2014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,3,1,2,1,1,4,FALSE,0,5,5,"hard to tell what this is, very close-up or collage, long vertical image, angle, cropping of image, very close still life detail"
272,Mary Weatherford,vines,,David Kordansky Gallery also MoMA,America,FALSE,3,"painting, flashe on linen",10528,2007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,3,4,0,1,4,FALSE,0,5,3,"use of overlayered lines, sense of handmade drawn line, spatial depth"
273,Yun-Fei Ji,The Empty City: Autumn Colors,,MoMA,China,FALSE,3,"painting, Chinese watercolor and ink on Chinese paper",18800,2003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,4,2,1,1,4,FALSE,0,5,5,"combination of landscape spaces, foregrounds & deeper space, leaning angular gnarled trees, light washes, composition, sense of the elements, blown trees"
274,Mariah Robertson,Unique color print on metallic paper,conceptual,Van Doren Waxter also MoMA,America,FALSE,4,"photo, color print on metallic paper",10270,2010,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,4,3,0,2,4,FALSE,0,5,5,"2 parts, 1 b&w, 1 color bleeding colors into each other, manipulation of light, hard to tell what this is & use of 2 different images in relation to each other"
275,Uta Barth,Sundial (2007.14),conceptual,MoMA,Germany,FALSE,4,"photo, chromogenic color prints",7220,2007,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,3,2,1,1,4,FALSE,0,0,5,"4 panels, horizontal, close-ups & longer shots, close colors, tracing horizon line?, image placement & emptiness, what is it"
276,Dan Miller,Untitled,,MoMA,America,TRUE,1,"drawing, felt-tip pen on paper",4256,2006,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,0,0,4,FALSE,0,5,0,"overlapping, thin lines, dense in some areas, looped, in layers, lines vary across the surface"
